id,review_body,stars,language,lenght_review_body,review_body_clean,sentiment
68217,"La recibí al día siguiente y me lo aplique, quedé encantada con mis pestañas que parecían postizas y eso q las tengo pequeñas, lo que si es un engaño es que No son a prueba de agua como pone en la caja, fui a ducharme cuidando mucho la cara y alrededores, y cuando salí del cuarto de baño.. No tenía mis hermosas pestañas! Habían desaparecido totalmente, que desencanto y desilusión! No deben engañar al cliente.. Pienso devolverlo.",2,es,432,la recibí al día siguiente y me lo aplique quedé encantada con mis pestañas que parecían postizas y eso q las tengo pequeñas lo que si es un engaño es que no son a prueba de agua como pone en la caja fui a ducharme cuidando mucho la cara y alrededores y cuando salí del cuarto de baño no tenía mis hermosas pestañas habían desaparecido totalmente que desencanto y desilusión no deben engañar al cliente pienso devolverlo,negativo
68380,Recibí las 12 unidades de colores variados muy atractivos. Son de tamaño pequeñito como yo quería. Le he quitado una estrella porque debido al traslado algun brillantito decorativo se ha despegado de las flores. Por lo demás están bien.,4,es,236,recibí las unidades de colores variados muy atractivos son de tamaño pequeñito como yo quería le he quitado una estrella porque debido al traslado algun brillantito decorativo se ha despegado de las flores por lo demás están bien,positivo
68848,Pagas de más por la marca. Algodon que pronto se da de si. El blanco enseguida se pone gris.,3,es,92,pagas de más por la marca algodon que pronto se da de si el blanco enseguida se pone gris,neutro
69285,"Se desmonta con un ligero toque. Difícil encajar las piezas. Textura agradable, colores vivos, diseño fiel a la imagen.",2,es,119,se desmonta con un ligero toque difícil encajar las piezas textura agradable colores vivos diseño fiel a la imagen,negativo
69573,"Me gusto pero l a verdad la tapa del libro parecia algo gastada , tenia algunas rayas. No lo recomendaria por el cuidado del libro la verdad.",3,es,141,me gusto pero l a verdad la tapa del libro parecia algo gastada tenia algunas rayas no lo recomendaria por el cuidado del libro la verdad,neutro
69915,"La historia es buena, pero mal escrita y peor revisada. Se mezclan los nombres de los protagonistas, y se cambia la ortografía de los nombres. Me parecía una mala traducción, pero según parece, fue escrito en castellano. Sugiero que se retire y que se revise a fondo.",2,es,267,la historia es buena pero mal escrita y peor revisada se mezclan los nombres de los protagonistas y se cambia la ortografía de los nombres me parecía una mala traducción pero según parece fue escrito en castellano sugiero que se retire y que se revise a fondo,negativo
70071,Funciona perfectamente. Y el material es de calidad.,5,es,52,funciona perfectamente y el material es de calidad,positivo
70076,Está genial para el precio que tiene.Repetiría sin duda,5,es,55,está genial para el precio que tienerepetiría sin duda,positivo
70104,"Tal como aparece en la foto. Tamaño estupendo para cubrir tartas, ya que tiene buen fondo Pesa un poco pero es porque el cristal es consistente",5,es,143,tal como aparece en la foto tamaño estupendo para cubrir tartas ya que tiene buen fondo pesa un poco pero es porque el cristal es consistente,positivo
70206,Muy bonita y buena calidas,4,es,26,muy bonita y buena calidas,positivo
70285,El producto está bien. No coincide el detalle del kit anunciado en Amazon con lo recibido a pesar de lo cual estoy contento con el kit. Faltan y sobran cosas respecto a lo anunciado. Se echa de menos más detalle con fotos en el anuncio,4,es,235,el producto está bien no coincide el detalle del kit anunciado en amazon con lo recibido a pesar de lo cual estoy contento con el kit faltan y sobran cosas respecto a lo anunciado se echa de menos más detalle con fotos en el anuncio,positivo
70766,"Es pronto para ver resultados, solo llevo 4 dias tomandolo. Tiene calidad que esperaba.",3,es,87,es pronto para ver resultados solo llevo dias tomandolo tiene calidad que esperaba,neutro
70779,El césped se queda pegado en la manta,2,es,37,el césped se queda pegado en la manta,negativo
71374,"Se despega con facilidad, lo quería para sujetar cortinas tipo panel japones pero se despega",1,es,92,se despega con facilidad lo quería para sujetar cortinas tipo panel japones pero se despega,negativo
71528,"Calidad precio está muy bien, tiene muy buena pinta para el precio que tiene. Lo recomiendo para el que tenga duda.",4,es,115,calidad precio está muy bien tiene muy buena pinta para el precio que tiene lo recomiendo para el que tenga duda,positivo
71821,"Instale la pantalla protectora y la verdad que a simple vista se ve de buen diseño y buena resistencia.... Pero tengo un problema y es que No me reconoce la huella dactilar. No, es que no me la reconozca es simplemente que me pone constantemente que o situe bien el dedo o que aprete mas.... Cosa que no me pasa sin el cristal templado. ¿Alguna sugerencia?",2,es,356,instale la pantalla protectora y la verdad que a simple vista se ve de buen diseño y buena resistencia pero tengo un problema y es que no me reconoce la huella dactilar no es que no me la reconozca es simplemente que me pone constantemente que o situe bien el dedo o que aprete mas cosa que no me pasa sin el cristal templado alguna sugerencia,negativo
71926,La vendedora solucionó inmediatamente el problema y contestó enseguida. Gracias,1,es,79,la vendedora solucionó inmediatamente el problema y contestó enseguida gracias,negativo
72242,"Bastantes funciones, buen precio, pero sonido regular y lo peor es que aprietan muchísimo. Valen para un niño pero no para un adulto.",2,es,133,bastantes funciones buen precio pero sonido regular y lo peor es que aprietan muchísimo valen para un niño pero no para un adulto,negativo
72512,"Me falla el efecto de la llama, solo es intermitente , no tiene efecto de movimiento",4,es,84,me falla el efecto de la llama solo es intermitente no tiene efecto de movimiento,positivo
72776,Buena calidad de recepción señal aún con paredes por el medio,5,es,61,buena calidad de recepción señal aún con paredes por el medio,positivo
72851,La cremallera se me rompió en unos días de uso,2,es,46,la cremallera se me rompió en unos días de uso,negativo
73000,"Cuando hice el pedido tenía miedo de que fueran cucharas blandengues o que fueran chapuceras, pero para nada. Son muy resistentes y los acabados muy buenos Las compré para regalárselas a mi hermana y seguramente me acabe comprando unas para mí",5,es,243,cuando hice el pedido tenía miedo de que fueran cucharas blandengues o que fueran chapuceras pero para nada son muy resistentes y los acabados muy buenos las compré para regalárselas a mi hermana y seguramente me acabe comprando unas para mí,positivo
73026,"Cubrir cubre bien pero a la cuarta o quinta vez que he limpiado la mesa la pintura blanca se ha ido y de nuevo tengo el problema, osea 7 manchitas oscuras, precio caro y para nada.",2,es,180,cubrir cubre bien pero a la cuarta o quinta vez que he limpiado la mesa la pintura blanca se ha ido y de nuevo tengo el problema osea manchitas oscuras precio caro y para nada,negativo
73137,"Me gusta el producto pero se cierra mucho cuando estan adentro, y si no cierras la cremallera de arriba, el peso del perrito lo tumba hacia un lado y se salen. Solo se puede usar cuando estan supervisados de muy cerca.",3,es,218,me gusta el producto pero se cierra mucho cuando estan adentro y si no cierras la cremallera de arriba el peso del perrito lo tumba hacia un lado y se salen solo se puede usar cuando estan supervisados de muy cerca,neutro
73284,"Precioso lo recomiendo 100% lo comore hace dos años o mas ya, sigue impecable excepto la cadena aun que tampoco es mala y al ver como era compre otro para mi amiga y lo llevamos a diario y no se raya no se pone negro es hipoalergenico. Muy contenta y le comprare mas a este vendedor.",5,es,283,precioso lo recomiendo lo comore hace dos años o mas ya sigue impecable excepto la cadena aun que tampoco es mala y al ver como era compre otro para mi amiga y lo llevamos a diario y no se raya no se pone negro es hipoalergenico muy contenta y le comprare mas a este vendedor,positivo
74009,"Pedí 2 juegos para mis hijas gemelas, solo ha llegado 1",3,es,55,pedí juegos para mis hijas gemelas solo ha llegado,neutro
74047,"Cera endeble. Esta bien para sacarte de un apuro pero no resiste ningun tipo de comida. No recomiendo su compra hasta k no aumenten el grado d dureza. De momento, solo es apta en invierno. Quizas con el rigor del frio...",1,es,220,cera endeble esta bien para sacarte de un apuro pero no resiste ningun tipo de comida no recomiendo su compra hasta k no aumenten el grado d dureza de momento solo es apta en invierno quizas con el rigor del frio,negativo
74284,no puedo opinar porque lo regale,1,es,32,no puedo opinar porque lo regale,negativo
74291,"Bonitos calcetines, pero son de muy mala calidad, al segundo o tercer uso ya aparecen roturas. No los volvería a comprar",1,es,120,bonitos calcetines pero son de muy mala calidad al segundo o tercer uso ya aparecen roturas no los volvería a comprar,negativo
74419,"Tardó un poco en llegar, pero la empresa se portó muy bien conmigo, atentos y ayudando en todo momento. El peluche es precioso.",5,es,127,tardó un poco en llegar pero la empresa se portó muy bien conmigo atentos y ayudando en todo momento el peluche es precioso,positivo
74517,"Me iba bien al principio, ahora me actualizo la app de Netflix y me dice que la app no es compatible con el aparato.....Hay alguna solución?",2,es,140,me iba bien al principio ahora me actualizo la app de netflix y me dice que la app no es compatible con el aparatohay alguna solución,negativo
74958,Se instala con facilidad però el material no es muy resistente y se rompe con facilidad. Cumple su función pero mejorable.,3,es,122,se instala con facilidad per el material no es muy resistente y se rompe con facilidad cumple su función pero mejorable,neutro
75208,"Es un pendiente normal y corriente, como el que puedes comprar en cualquier tienda de tatuajes y piercing. Un poco más grande de lo que me esperaba.",3,es,148,es un pendiente normal y corriente como el que puedes comprar en cualquier tienda de tatuajes y piercing un poco más grande de lo que me esperaba,neutro
76303,"SÓLO LO HE UTILIZADO UNA VEZ Y ME HA PARECIDO UTIL Y PRÁCTICO, SE ACOPLA PERFECTAMENTE A LA MÁQUINA ALFA PORTATIL. LA CALIDAD DEL MATERIAL ME PARECE BIEN, NO TIENE PUNTOS EN LOS QUE SE ENGANCHE EL GÉNERO. LA QUINTA ESTRELLA LA DEJO PARA MÁS ADELANTE., CUANDO TENGA MÁS EXPERIENCIA CON ÉL",4,es,287,sólo lo he utilizado una vez y me ha parecido util y práctico se acopla perfectamente a la máquina alfa portatil la calidad del material me parece bien no tiene puntos en los que se enganche el género la quinta estrella la dejo para más adelante cuando tenga más experiencia con él,positivo
76478,"facil montaje, producto que parece solido y duradero",4,es,52,facil montaje producto que parece solido y duradero,positivo
